work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,SE,FT,Data Engineer,167000.0,USD,167000.0,US,0,US,M
2024,SE,FT,Machine Learning Engineer,304000.0,USD,304000.0,US,0,US,M
2024,SE,FT,Machine Learning Engineer,244000.0,USD,244000.0,US,0,US,M
2024,EN,FT,Data Analyst,50000.0,GBP,62500.0,US,0,US,M
2024,EN,FT,Data Analyst,44000.0,GBP,55000.0,US,0,US,M
2024,SE,FT,Data Scientist,247600.0,USD,247600.0,US,0,US,L
2024,SE,FT,Data Scientist,127300.0,USD,127300.0,US,0,US,L
2024,SE,FT,Data Science,210000.0,USD,210000.0,US,0,US,M
2024,SE,FT,Data Science,170000.0,USD,170000.0,US,0,US,M
2024,MI,FT,Applied Scientist,222200.0,USD,222200.0,US,0,US,L
2024,MI,FT,Applied Scientist,136000.0,USD,136000.0,US,0,US,L
2024,MI,FT,Research Analyst,200000.0,USD,200000.0,US,100,US,M
2024,MI,FT,Research Analyst,151300.0,USD,151300.0,US,100,US,M
2024,MI,FT,Data Scientist,110000.0,USD,110000.0,US,100,US,M
2024,MI,FT,Data Scientist,90000.0,USD,90000.0,US,100,US,M
2024,EN,FT,Data Analyst,156000.0,USD,156000.0,US,0,US,M
2024,EN,FT,Data Analyst,94000.0,USD,94000.0,US,0,US,M
2024,MI,FT,Research Scientist,212800.0,USD,212800.0,US,0,US,L
2024,MI,FT,Research Scientist,124100.0,USD,124100.0,US,0,US,L
2024,MI,FT,Analytics Engineer,195000.0,USD,195000.0,US,0,US,M
2024,MI,FT,Analytics Engineer,140000.0,USD,140000.0,US,0,US,M
2024,SE,FT,Data Management Analyst,199068.0,USD,199068.0,US,0,US,M
2024,SE,FT,Data Management Analyst,150000.0,USD,150000.0,US,0,US,M
2024,EX,FT,Data Science,250900.0,USD,250900.0,US,0,US,M
2024,EX,FT,Data Science,173100.0,USD,173100.0,US,0,US,M
2024,MI,FT,Data Analyst,95000.0,USD,95000.0,US,0,US,M
2024,MI,FT,Data Analyst,80000.0,USD,80000.0,US,0,US,M
2024,EN,FT,Data Scientist,60000.0,EUR,66666.0,FR,0,FR,M
2024,EN,FT,Data Scientist,40000.0,EUR,44444.0,FR,0,FR,M
2024,SE,FT,Data Engineer,138000.0,USD,138000.0,US,0,US,M
2024,SE,FT,Data Engineer,86000.0,USD,86000.0,US,0,US,M
2024,SE,FT,AI Engineer,186754.0,USD,186754.0,US,0,US,M
2024,SE,FT,AI Engineer,101000.0,USD,101000.0,US,0,US,M
2024,SE,FT,Data Scientist,234000.0,USD,234000.0,US,0,US,M
2024,SE,FT,Data Scientist,146000.0,USD,146000.0,US,0,US,M
2024,MI,FT,Research Scientist,96200.0,USD,96200.0,US,100,US,M
2024,MI,FT,Research Scientist,69800.0,USD,69800.0,US,100,US,M
2024,SE,FT,Encounter Data Management Professional,96200.0,USD,96200.0,US,100,US,M
2024,SE,FT,Encounter Data Management Professional,69800.0,USD,69800.0,US,100,US,M
2024,SE,FT,Business Intelligence,170000.0,USD,170000.0,US,0,US,M
2024,SE,FT,Business Intelligence,150000.0,USD,150000.0,US,0,US,M
2024,MI,FT,Data Engineer,157500.0,USD,157500.0,US,0,US,M
2024,MI,FT,Data Engineer,149900.0,USD,149900.0,US,0,US,M
2024,SE,FT,Data Analyst,169000.0,USD,169000.0,US,0,US,M
2024,SE,FT,Data Analyst,105000.0,USD,105000.0,US,0,US,M
2024,SE,FT,Data Engineer,148017.0,USD,148017.0,US,100,US,M
2024,SE,FT,Data Engineer,87069.0,USD,87069.0,US,100,US,M
2024,MI,FT,Data Specialist,106336.0,USD,106336.0,CA,0,CA,M
2024,MI,FT,Data Specialist,83150.0,USD,83150.0,CA,0,CA,M
2024,MI,FT,Data Analytics Specialist,130000.0,USD,130000.0,US,100,US,M
2024,MI,FT,Data Analytics Specialist,91000.0,USD,91000.0,US,100,US,M
2024,SE,FT,Data Analyst,149925.0,USD,149925.0,US,0,US,M
2024,SE,FT,Data Analyst,91260.0,USD,91260.0,US,0,US,M
2024,SE,FT,ML Engineer,185000.0,USD,185000.0,US,0,US,M
2024,SE,FT,ML Engineer,25000.0,USD,25000.0,US,0,US,M
2024,SE,FT,Data Scientist,155000.0,USD,155000.0,US,100,US,M
2024,SE,FT,Data Scientist,120000.0,USD,120000.0,US,100,US,M
2024,SE,FT,ML Engineer,209700.0,USD,209700.0,US,0,US,M
2024,SE,FT,ML Engineer,144600.0,USD,144600.0,US,0,US,M
2024,SE,FT,Data Architect,175000.0,USD,175000.0,US,0,US,M
2024,SE,FT,Data Architect,117000.0,USD,117000.0,US,0,US,M
2024,MI,FT,Data Analyst,77280.0,USD,77280.0,US,0,US,M
2024,MI,FT,Data Analyst,58000.0,USD,58000.0,US,0,US,M
2024,SE,FT,Data Engineer,170200.0,USD,170200.0,US,100,US,M
2024,SE,FT,Data Engineer,125800.0,USD,125800.0,US,100,US,M
2024,SE,FT,Data Architect,202730.0,USD,202730.0,US,100,US,M
2024,SE,FT,Data Architect,92118.0,USD,92118.0,US,100,US,M
2024,MI,FT,Data Analyst,125000.0,USD,125000.0,US,100,US,M
2024,MI,FT,Data Analyst,100000.0,USD,100000.0,US,100,US,M
2024,SE,FT,Applied Scientist,200000.0,USD,200000.0,US,100,US,M
2024,SE,FT,Applied Scientist,160000.0,USD,160000.0,US,100,US,M
2024,MI,FT,Data Scientist,157144.0,USD,157144.0,US,0,US,M
2024,MI,FT,Data Scientist,93101.0,USD,93101.0,US,0,US,M
2024,SE,FT,Data Scientist,209000.0,CAD,160769.0,CA,0,CA,M
2024,SE,FT,Data Scientist,150000.0,CAD,115384.0,CA,0,CA,M
2024,SE,FT,Applied Scientist,260000.0,USD,260000.0,US,0,US,L
2024,SE,FT,Applied Scientist,136000.0,USD,136000.0,US,0,US,L
2024,SE,FT,Machine Learning Engineer,189000.0,USD,189000.0,US,0,US,M
2024,SE,FT,Machine Learning Engineer,145400.0,USD,145400.0,US,0,US,M
2024,SE,FT,Data Architect,200070.0,USD,200070.0,CA,0,CA,M
2024,SE,FT,Data Architect,107730.0,USD,107730.0,CA,0,CA,M
2024,SE,FT,Data Engineer,154000.0,USD,154000.0,US,0,US,M
2024,SE,FT,Data Engineer,103000.0,USD,103000.0,US,0,US,M
2024,EX,FT,Head of Data,223000.0,USD,223000.0,US,0,US,M
2024,EX,FT,Head of Data,205000.0,USD,205000.0,US,0,US,M
2024,SE,FT,Data Analyst,209000.0,USD,209000.0,US,0,US,M
2024,SE,FT,Data Analyst,120000.0,USD,120000.0,US,0,US,M
2024,MI,FT,Machine Learning Engineer,200000.0,USD,200000.0,CA,0,CA,M
2024,MI,FT,Machine Learning Engineer,160000.0,USD,160000.0,CA,0,CA,M
2024,MI,FT,Data Scientist,110000.0,USD,110000.0,US,100,US,M
2024,MI,FT,Data Scientist,90000.0,USD,90000.0,US,100,US,M
2024,SE,FT,Data Scientist,252000.0,USD,252000.0,US,0,US,M
2024,SE,FT,Data Scientist,168000.0,USD,168000.0,US,0,US,M
2024,MI,FT,Applied Scientist,222200.0,USD,222200.0,US,0,US,L
2024,MI,FT,Applied Scientist,136000.0,USD,136000.0,US,0,US,L
2024,SE,FT,Data Analytics Lead,250000.0,USD,250000.0,US,100,US,M
2024,SE,FT,Data Scientist,385000.0,USD,385000.0,US,100,US,M
2024,SE,FT,Data Scientist,130000.0,USD,130000.0,US,100,US,M
2024,MI,FT,Data Scientist,150000.0,USD,150000.0,US,0,US,M
2024,MI,FT,Data Scientist,127500.0,USD,127500.0,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,142136.0,USD,142136.0,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,123596.0,USD,123596.0,US,0,US,M
2024,MI,FT,Data Scientist,285200.0,USD,285200.0,US,100,US,M
2024,MI,FT,Data Scientist,168600.0,USD,168600.0,US,100,US,M
2024,SE,FT,Data Scientist,223500.0,USD,223500.0,US,0,US,M
2024,SE,FT,Data Scientist,109100.0,USD,109100.0,US,0,US,M
2024,EN,FT,Data Analyst,64500.0,USD,64500.0,US,0,US,M
2024,EN,FT,Data Analyst,46500.0,USD,46500.0,US,0,US,M
2024,SE,FT,Data Engineer,180500.0,USD,180500.0,US,0,US,M
2024,SE,FT,Data Engineer,96200.0,USD,96200.0,US,0,US,M
2024,MI,FT,Data Analyst,86940.0,USD,86940.0,US,0,US,M
2024,MI,FT,Data Analyst,66000.0,USD,66000.0,US,0,US,M
2024,MI,FT,Data Analyst,77280.0,USD,77280.0,US,0,US,M
2024,MI,FT,Data Analyst,58000.0,USD,58000.0,US,0,US,M
2024,SE,FT,Data Specialist,41418.0,GBP,51772.0,GB,0,GB,M
2024,SE,FT,Data Specialist,38223.0,GBP,47778.0,GB,0,GB,M
2024,SE,FT,Data Manager,166000.0,USD,166000.0,US,0,US,M
2024,SE,FT,Data Manager,104000.0,USD,104000.0,US,0,US,M
2024,EN,FT,Data Analyst,97000.0,USD,97000.0,US,0,US,M
2024,EN,FT,Data Analyst,62000.0,USD,62000.0,US,0,US,M
2024,MI,FT,Machine Learning Scientist,176000.0,USD,176000.0,US,0,US,M
2024,MI,FT,Machine Learning Scientist,72700.0,USD,72700.0,US,0,US,M
2024,MI,FT,Data Science,33966.0,GBP,42457.0,ZA,0,ZA,M
2024,MI,FT,Data Science,31396.0,GBP,39245.0,ZA,0,ZA,M
2024,EN,FT,Research Scientist,170500.0,USD,170500.0,US,100,US,M
2024,EN,FT,Research Scientist,123200.0,USD,123200.0,US,100,US,M
2024,SE,FT,Machine Learning Engineer,296400.0,USD,296400.0,US,0,US,M
2024,SE,FT,Machine Learning Engineer,159600.0,USD,159600.0,US,0,US,M
2024,SE,FT,Applied Scientist,158200.0,USD,158200.0,US,0,US,M
2024,SE,FT,Applied Scientist,79000.0,USD,79000.0,US,0,US,M
2024,SE,FT,Data Scientist,153000.0,USD,153000.0,NZ,0,NZ,M
2024,SE,FT,Data Scientist,135000.0,USD,135000.0,NZ,0,NZ,M
2024,MI,FT,Data Scientist,145000.0,USD,145000.0,US,0,US,M
2024,MI,FT,Data Scientist,125000.0,USD,125000.0,US,0,US,M
2024,EX,FT,Head of Data,230000.0,USD,230000.0,US,100,US,M
2024,EX,FT,Head of Data,200000.0,USD,200000.0,US,100,US,M
2024,SE,FT,Machine Learning Engineer,278000.0,USD,278000.0,US,0,US,M
2024,SE,FT,Machine Learning Engineer,196000.0,USD,196000.0,US,0,US,M
2024,SE,FT,Data Engineer,140000.0,USD,140000.0,US,100,US,M
2024,SE,FT,Data Engineer,100000.0,USD,100000.0,US,100,US,M
2024,MI,FT,Data Scientist,45000.0,USD,45000.0,AR,100,AR,M
2024,MI,FT,Data Scientist,30000.0,USD,30000.0,AR,100,AR,M
2024,SE,FT,Data Scientist,218000.0,USD,218000.0,US,0,US,M
2024,SE,FT,Data Scientist,145000.0,USD,145000.0,US,0,US,M
2024,SE,FT,Data Analyst,100000.0,USD,100000.0,US,0,US,M
2024,SE,FT,Data Analyst,86220.0,USD,86220.0,US,0,US,M
2024,MI,FT,Data Engineer,190000.0,USD,190000.0,US,0,US,M
2024,MI,FT,Data Engineer,150000.0,USD,150000.0,US,0,US,M
2024,MI,FT,Business Intelligence,110000.0,USD,110000.0,US,0,US,M
2024,MI,FT,Business Intelligence,95000.0,USD,95000.0,US,0,US,M
2024,SE,FT,Data Science,110000.0,USD,110000.0,US,0,US,M
2024,SE,FT,Data Science,90000.0,USD,90000.0,US,0,US,M
2024,MI,FT,Data Engineer,140000.0,USD,140000.0,US,0,US,M
